15; 1456; 0.02526912
15; 1441; 0.07293992
15; 1111; 0.14470830000000004
15; 1461; 0.08835948000000003
16; 1456; 0.27038686
16; 1441; 0.07122568
16; 1111; 0.10119654
16; 1098; 0.05022026
17; 1456; 0.3380221200000001
17; 1115; 0.009000000000000001
17; 1102; 0.0389952
17; 1098; 0.03433474
17; 1097; 0.13272750000000003
17; 1096; 0.06356412
18; 1456; 0.43910588
18; 1115; 0.18929538
18; 1096; 0.07969466000000001
19; 1456; 0.16737624
19; 1115; 0.08537381999999999
19; 1509; 0.06474722000000001
19; 1096; 0.14366536000000005
20; 1503; 0.09660532
20; 1115; 0.2761812
20; 1509; 0.19683526
21; 1503; 0.24160082
21; 1115; 0.036069480000000015
21; 1101; 0.23466024000000002
22; 1503; 0.20172006000000003
22; 1511; 0.08661366000000001
22; 1101; 0.3187233000000001
23; 1105; 0.232029
23; 1511; 0.23470902000000002
23; 1037; 0.0495
24; 1105; 0.14077422000000003
24; 1037; 0.05718384
24; 1035; 0.23659722000000005
24; 1391; 0.13229838
25; 1035; 0.2854584
25; 1391; 0.27914184000000003
26; 1027; 0.07200000000000001
26; 1035; 0.09534401999999999
26; 1034; 0.11071800000000001
26; 3645; 0.1042047
26; 1391; 0.1677058200000001
27; 1027; 0.13153374
27; 1025; 0.1395
27; 3645; 0.25483176
28; 1025; 0.001801259999999978
28; 1024; 0.17655048000000004
28; 1023; 0.10030266
29; 1026; 0.10565424000000001
29; 1023; 0.18402084000000002
30; 1023; 0.08395992000000001
30; 1095; 0.20510370000000003
31; 1111; 0.08222382
31; 1098; 0.07573536
31; 1095; 0.12170250000000002
32; 1111; 0.28336104
33; 1112; 0.14117544
33; 1111; 0.14175126
34; 1398; 0.07368156000000001
34; 1111; 0.21646512000000004
35; 1398; 0.279792
36; 1398; 0.28058616000000003
37; 1399; 0.0045000000000000005
37; 1398; 0.27782766000000003
38; 1399; 0.27259974000000003
39; 1411; 0.044000000000000004
39; 1399; 0.2506842
40; 1411; 0.34756682000000005
41; 1411; 0.33529736
42; 1411; 0.3102456
43; 1402; 0.01338426
43; 1401; 0.04263678
43; 1411; 0.017918820000000005
43; 1272; 0.20700000000000002
44; 1251; 0.011427300000000001
44; 1261; 0.07986654
44; 1272; 0.0912375
60; 2156; 0.23
60; 2376; 0.08816364
60; 2371; 0.03040632
61; 2156; 0.32802177999999993
61; 2153; 0.02875
62; 1435; 0.184
62; 2154; 0.10929294
62; 2153; 0.05479718000000001
63; 1435; 0.12337484000000004
63; 2132; 0.23257466
64; 2132; 0.3554642600000001
65; 1118; 0.0195
65; 1437; 0.06444864
65; 2132; 0.2303318
66; 1118; 0.33690539999999997
67; 1118; 0.2614876199999999
67; 2132; 0.02766042
67; 2131; 0.06325
68; 2131; 0.34851496000000004
69; 1175; 0.15824712000000002
69; 2131; 0.1408282
70; 2143; 0.26390556
70; 1175; 0.0018308399999999992
70; 2141; 0.077
71; 2141; 0.24604344000000006
72; 2141; 0.22696726
73; 2141; 0.21790786000000004
74; 2141; 0.21617103999999998
75; 2141; 0.06251554000000001
