51.54052;5.85307;19.86118933
50.902281;5.881748;18.34196833
50.887959;5.970496;19.65365193
50.900317;5.986853;17.77752862
51.51844;5.14845;21.93682113
51.434443;4.359835;20.138199
51.468662;5.47235;18.49814328
51.444157;5.444833;21.22683999
51.593533;4.824944;22.37881363
51.60308;4.781016;20.30895983
51.653729;4.515271;19.03801832
51.407365;5.393328;18.07017124
51.294498;3.749484;21.68677989
52.077148;4.289185;24.05014233
51.914233;4.479923;20.33111696
51.910474;4.326303;23.88500581
51.786579;4.450529;20.05060964
51.800658;4.708239;20.17342705
52.296556;4.510817;18.7852943
52.075071;4.315872;25.22463085
52.039023;4.359376;20.48112413
51.92711;4.46134;23.14001248
52.803657;5.050509;18.54568141
52.339498;4.841021;23.97275871
52.235083;5.181552;20.85327226
52.257356;5.235903;18.99586233
52.44871;5.61921;20.15380508
52.13795;4.83819;19.135702
52.105031;5.124464;22.28038399
52.067748;5.120507;20.01008123
52.20153;4.987444;19.03952604
51.974489;4.923301;18.8980205
52.091801;6.605367;17.07232501
52.111621;5.708419;19.97682702
51.841372;5.857777;21.72828617
52.388272;6.402933;19.27535167
52.654144;6.017571;19.33513155
52.916915;5.573491;20.80345121
52.875725;6.932432;20.55202048
53.330425;6.276815;18.90753013
53.217796;6.578901;22.52549294
